id,sequence,domain,response_type,task,choices,response,confidence,is_correct,task_type,condition,validity,believability,conflict,stimulus,qnum,total_qnum,rt,logRT,rt_for,statementEval
64037,18,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,79.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All flowers need vak.</p><p>Roses need vak.</p>,2,25,976.29999999702,6.88376991622857,2725.29999999702,10
64037,19,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,72.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All Scandinavian countries are volmy.</p><p>Indonesia is not volmy.</p>,5,84,1096.59999999404,6.99996976296451,2000.60000000894,10
64037,20,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,78.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All greembs will become tall.</p><p>Bonsai are greembs.</p>,3,42,1723.90000000596,7.45234444490439,2222.0,1
64037,21,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,74.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All things that are smoked are rorg.</p><p>Salad is not rorg.</p>,4,107,2871.59999999404,7.96262464470025,2438.0,9
64037,22,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,61.0,0,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All vehicles have phrods.</p><p>Trolley suitcases have phrods.</p>,1,122,9564.20000000298,9.16578224011228,3303.89999999106,0
64037,23,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,72.0,0,DA,Neutral,Invalid,Believable,Conflict,<p>All Strish countries are warm.</p><p>The North Pole is not a Strish country.</p>,2,93,9854.39999999106,9.19567333493187,2858.60000000894,10
64037,24,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,67.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All African countries are clett.</p><p>The North Pole is not clett.</p>,1,1,2090.10000000894,7.64496719070846,2066.5,10
64037,25,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,77.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All greembs grow leaves.</p><p>Pines are greembs.</p>,7,39,832.40000000596,6.72431309452664,2198.20000000298,3
64037,26,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,80.0,0,DA,Neutral,Invalid,Believable,Conflict,<p>All things that are nank are bad for your health.</p><p>Salad is not nank.</p>,3,104,1153.5,7.05055607761381,2178.5,10
64037,27,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,71.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All flowers need grurm.</p><p>Daisies need grurm.</p>,5,24,858.699999988079,6.75541961766456,1907.5,10
64037,28,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,71.0,0,DA,Neutral,Invalid,Believable,Conflict,<p>All joughts are green.</p><p>Mushrooms are not joughts.</p>,6,53,3529.70000000298,8.16896816048099,2460.10000000894,9
64037,29,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,69.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All suldes have skin.</p><p>Newborns are suldes.</p>,8,94,841.90000000596,6.7356612423507,2203.60000000894,9
64037,30,conditional,single-choice,All B are C/No A are B,Yes/No,No,60.0,1,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All hirks have teeth.</p><p>Sharks are not hirks.</p>,5,44,4792.19999998808,8.47474487514891,2879.70000000298,1
64037,31,conditional,single-choice,All B are C/No A are B,Yes/No,No,56.0,1,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All things that need meiv have lungs.</p><p>Dead people don't need meiv.</p>,3,108,5478.29999999702,8.60855011283555,2194.79999999702,1
64037,32,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,66.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All gheshes have snouts.</p><p>Labradors are gheshes.</p>,3,34,857.79999999702,6.75437097207931,2614.79999999702,1
64037,33,conditional,single-choice,All B are C/All A are B,Yes/No,No,68.0,0,MP,Neutral,Valid,Unbelievable,Conflict,<p>All sweabes have two legs.</p><p>Leg amputees are sweabes.</p>,2,95,5918.40000000596,8.6858214210792,2907.5,1
64037,34,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,65.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All mammals have bribbs.</p><p>Hedgehogs don't have bribbs.</p>,5,65,1130.79999999702,7.0306806258168,2186.70000000298,2
64037,35,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,69.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All krirks need air.</p><p>Daisies are krirks.</p>,5,55,1864.0,7.53047999524554,2493.80000001192,9
64037,36,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,74.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All things that need meiv have lungs.</p><p>Fire needs meiv.</p>,4,109,2598.5,7.8626896344485,2464.40000000596,0
64037,37,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,75.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All things made of wood can be zabbed.</p><p>Trees can be zabbed.</p>,3,103,1702.5,7.43985303802367,2345.70000000298,9
64037,38,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,67.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All brubs can be used as fuel.</p><p>Trees are brubs.</p>,4,12,5075.60000000894,8.53220002352452,1753.09999999404,8
64037,39,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,77.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All hirks can walk.</p><p>Whales are hirks.</p>,1,43,1340.59999999404,7.20087255391941,2679.40000000596,1
64037,40,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,68.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All fuel is veag.</p><p>Coal is not veag.</p>,6,33,2493.79999999702,7.82156293056129,2260.5,1
64037,41,conditional,single-choice,All B are C/All A are C,Yes/No,No,57.0,1,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All fish varl.</p><p>Dolphins varl.</p>,5,21,5483.70000000298,8.60953533459121,1780.30000001192,1
64037,42,conditional,single-choice,All B are C/All A are C,Yes/No,No,61.0,1,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All lemons are kelcks.</p><p>Oranges are kelcks.</p>,6,61,3880.40000000596,8.26369352008867,2578.70000000298,1
64037,43,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,71.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All sherg is liquid.</p><p>Coal is sherg.</p>,6,85,4352.09999999404,8.3784137662116,1919.90000000596,0
64037,44,conditional,single-choice,All B are C/All A are C,Yes/No,No,64.0,1,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All lava is rhully.</p><p>Water is rhully.</p>,7,59,3351.10000000894,8.11704392913298,2063.0,0
64037,45,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,74.0,0,DA,Neutral,Invalid,Believable,Conflict,<p>All nusks can be eaten.</p><p>Knives are not nusks.</p>,1,74,2451.0,7.80425138352811,2958.90000000596,9
64037,46,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,57.0,0,DA,Neutral,Invalid,Believable,Conflict,<p>All Hult countries are cold.</p><p>Indonesia is not a Hult country.</p>,5,45,3859.70000000298,8.25834473923202,2104.69999998808,8
64037,47,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,72.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All metal is urbes.</p><p>Aluminum foil is not urbes.</p>,7,70,1327.89999999106,7.19135402598955,2172.29999999702,3
64037,48,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,79.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All broans have feathers.</p><p>Parrots are broans.</p>,7,11,933.5,6.83894096298178,2281.70000000298,9
64037,49,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,62.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All humans have roalts.</p><p>Newborns have roalts.</p>,8,47,1447.20000000298,7.27738593408314,2148.19999998808,9
64037,50,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,68.0,0,DA,Neutral,Invalid,Believable,Conflict,<p>All yempting requires shoes.</p><p>Swimming is not yempting.</p>,7,128,3226.20000000298,8.07906025304461,2154.39999999106,9
64037,51,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,59.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All birds have spuckes.</p><p>Parrots have spuckes.</p>,7,9,5292.29999999702,8.57400821296991,1999.59999999404,9
64037,52,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,56.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All dogs have zems.</p><p>Labradors have zems.</p>,4,19,2595.40000000596,7.86149592630543,2687.5,9
64037,53,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,77.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All greembs have branches.</p><p>Maples are greembs.</p>,6,40,3715.5,8.22026853759752,2792.89999999106,9
64037,54,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,75.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All jilms are sour.</p><p>Oranges are jilms.</p>,8,52,351.29999999702,5.8616405592633,1853.10000000894,6
64037,55,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,75.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All birds can chid.</p><p>Penguins cannot chid.</p>,1,4,783.5,6.66377106179608,1988.89999999106,1
64037,56,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,78.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All things made of metal are rondsy.</p><p>Old pennies are not rondsy.</p>,4,97,1458.5,7.28516378930778,1815.09999999404,2
64037,57,conditional,single-choice,All B are C/All A are C,Yes/No,No,32.0,1,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All things made of metal kring.</p><p>Diamonds kring.</p>,3,98,6710.20000000298,8.81138403578129,6336.59999999404,1
64037,58,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,81.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All plants are slourby.</p><p>Mushrooms are not slourby.</p>,6,77,3441.40000000596,8.14363364432079,1814.70000000298,9
64037,59,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,79.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All greembs have roots.</p><p>Oaks are greembs.</p>,2,41,826.5,6.71719991726108,1614.89999999106,9
64037,60,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,72.0,0,DA,Neutral,Invalid,Believable,Conflict,<p>All gnapting require equipment.</p><p>Talking is not gnapting.</p>,4,38,1517.79999999702,7.32501719696785,1806.79999999702,6
64037,61,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,75.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All glass objects are sarky.</p><p>Sofas are not sarky.</p>,8,37,3153.29999999702,8.05620480249647,2498.09999999404,10
64037,62,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,67.0,0,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All smolns are hard to break.</p><p>Bricks are not smolns.</p>,7,88,2372.5,7.77169953048408,1818.5,2
64037,63,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,85.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All krirks need water.</p><p>Roses are krirks.</p>,1,56,816.5,6.70502691241052,2013.90000000596,9
64037,64,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,65.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All trees have snurfs.</p><p>Oaks have snurfs.</p>,1,118,827.399999991059,6.7182882540165,2318.30000001192,9
64038,1,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,68.0,0,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All lemons are kelcks.</p><p>Oranges are kelcks.</p>,6,61,3637.30000001192,8.19899692715355,3497.5,3
64038,2,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,83.0,0,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All smolns are solid.</p><p>Ceramic is not a smoln.</p>,1,89,1682.0,7.42773884053289,5222.90000003576,3
64038,3,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,80.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All sports require gnourns.</p><p>Talking does not require gnourns.</p>,3,92,3148.90000003576,8.05480846449509,3294.39999997616,1
64038,4,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,79.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All sherg is liquid.</p><p>Coal is sherg.</p>,6,85,3398.5,8.13108943678669,2622.60000002384,2
64038,5,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,74.0,0,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All slifth is liquid.</p><p>Water is not slifth.</p>,6,87,3446.90000003576,8.14523055537245,2356.60000002384,1
64038,6,conditional,single-choice,All B are C/All A are C,Yes/No,No,36.0,1,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All trees will become crill.</p><p>Skyscrapers under construction will become crill.</p>,4,119,,,3215.09999996424,0
64038,7,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,76.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All trees have smeifs.</p><p>Maples have smeifs.</p>,6,117,2595.30000001192,7.86145739585903,2254.19999998808,10
64038,8,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,78.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All Scandinavian countries are volmy.</p><p>Indonesia is not volmy.</p>,5,84,1932.60000002384,7.56662152557754,2383.60000002384,8
64038,9,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,74.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All jilms are sour.</p><p>Oranges are jilms.</p>,8,52,4667.19999998808,8.4483145991109,3090.5,5
64038,10,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,69.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All birds have spuckes.</p><p>Parrots have spuckes.</p>,7,9,2330.09999996424,7.75366646407836,2400.79999995232,10
64038,11,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,65.0,0,DA,Neutral,Invalid,Believable,Conflict,<p>All gnapting require equipment.</p><p>Talking is not gnapting.</p>,4,38,10557.6999999881,9.2646107305063,2622.5,4
64038,12,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,73.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All gheshes have snouts.</p><p>Labradors are gheshes.</p>,3,34,3845.09999996424,8.25455488939459,3748.40000003576,9
64038,13,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,72.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All dogs have zems.</p><p>Labradors have zems.</p>,4,19,2513.89999997616,7.82959061110216,2130.59999996424,10
64038,14,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,81.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All brubs can be used as fuel.</p><p>Trees are brubs.</p>,4,12,2695.19999998808,7.89922769208792,4530.69999998808,7
64038,15,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,76.0,0,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All broans can fly.</p><p>Planes are not broans.</p>,4,10,4546.5,8.42211298516597,2902.10000002384,7
64038,16,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,72.0,0,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All smolns are hard to break.</p><p>Bricks are not smolns.</p>,7,88,1348.69999998808,7.20689644451397,3864.69999998808,2
64038,17,conditional,single-choice,All B are C/No A are B,Yes/No,No,54.0,1,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All joughts are green.</p><p>Solar panels are not joughts.</p>,8,54,4546.0,8.42200300441249,4197.0,0
64038,18,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,78.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All mammals have bribbs.</p><p>Hedgehogs don't have bribbs.</p>,5,65,1174.79999995232,7.06885319928388,4656.39999997616,3
64038,19,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,76.0,0,DA,Neutral,Invalid,Believable,Conflict,<p>All Strish countries are warm.</p><p>The North Pole is not a Strish country.</p>,2,93,5107.39999997616,8.53844574744502,3805.70000004768,9
64038,20,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,65.0,0,DA,Neutral,Invalid,Believable,Conflict,<p>All nusks can be eaten.</p><p>Knives are not nusks.</p>,1,74,1037.80000001192,6.94485836694513,2881.60000002384,4
64038,21,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,72.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All humans have roalts.</p><p>Newborns have roalts.</p>,8,47,1124.39999997616,7.02500483901117,4725.19999998808,10
64038,22,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,77.0,0,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All mammals can jaut.</p><p>Birds can jaut.</p>,2,62,2335.70000004768,7.75606691106385,3830.89999997616,8
64038,23,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,69.0,0,DA,Neutral,Invalid,Believable,Conflict,<p>All yempting requires shoes.</p><p>Swimming is not yempting.</p>,7,128,1391.5,7.23813758096595,2672.19999998808,4
64038,24,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,70.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All greembs have branches.</p><p>Maples are greembs.</p>,6,40,2731.5,7.91260618783577,2760.39999997616,10
64038,25,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,75.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All greembs grow leaves.</p><p>Pines are greembs.</p>,7,39,2207.5,7.69961593247811,4426.19999998808,5
64038,26,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,59.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All trees have snurfs.</p><p>Oaks have snurfs.</p>,1,118,5222.0,8.56063574925907,5027.10000002384,10
64038,27,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,64.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All greembs have roots.</p><p>Oaks are greembs.</p>,2,41,849.899999976158,6.74511869547653,3237.89999997616,9
64038,28,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,70.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All things that need meiv have lungs.</p><p>Fire needs meiv.</p>,4,109,1603.69999998808,7.38006873850733,2656.79999995232,0
64038,29,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,68.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All things made of wood can be zabbed.</p><p>Trees can be zabbed.</p>,3,103,4866.60000002384,8.49015082030925,4142.59999996424,10
64038,30,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,72.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All glass objects are sarky.</p><p>Sofas are not sarky.</p>,8,37,4350.80000001192,8.37811501522244,2836.5,8
64038,31,conditional,single-choice,All B are C/All A are C,Yes/No,No,44.0,1,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All plants need draks.</p><p>Solar panels need draks.</p>,8,78,6964.69999998808,8.84860981277916,5994.09999996424,0
64038,32,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,66.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All krirks need water.</p><p>Roses are krirks.</p>,1,56,1256.90000003576,7.13640365095925,2602.0,9
64038,33,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,72.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All hirks can walk.</p><p>Whales are hirks.</p>,1,43,1023.29999995232,6.93078797804611,2902.69999998808,2
64038,34,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,74.0,0,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All things that need meiv have lungs.</p><p>Dead people don't need meiv.</p>,3,108,7904.40000003576,8.97517484543917,3174.29999995232,1
64038,35,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,70.0,0,DA,Neutral,Invalid,Believable,Conflict,<p>All things that are nank are bad for your health.</p><p>Salad is not nank.</p>,3,104,4427.10000002384,8.3955000211429,3004.80000001192,7
64038,36,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,76.0,0,DA,Neutral,Invalid,Believable,Conflict,<p>All worbl objects are fragile.</p><p>Sofas are not made of worbl.</p>,8,127,1211.0,7.09920174355309,3061.80000001192,7
64038,37,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,69.0,0,DA,Neutral,Invalid,Believable,Conflict,<p>All Hult countries are cold.</p><p>Indonesia is not a Hult country.</p>,5,45,3661.60000002384,8.20565548934594,5365.90000003576,5
64038,38,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,63.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All metal is urbes.</p><p>Aluminum foil is not urbes.</p>,7,70,7927.60000002384,8.9781056206532,3605.10000002384,2
64038,39,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,63.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All humans have frelns.</p><p>Amputees don't have frelns.</p>,3,46,5248.09999996424,8.56562138531362,2883.19999998808,0
64038,40,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,73.0,0,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All fish varl.</p><p>Dolphins varl.</p>,5,21,1032.69999998808,6.93993201066581,3502.39999997616,9
64038,41,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,68.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All vehicles need rorgs.</p><p>Bicycles do not need rorgs.</p>,8,126,3237.69999998808,8.08261848015782,2335.19999998808,3
64038,42,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,66.0,0,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All vehicles have phrods.</p><p>Trolley suitcases have phrods.</p>,1,122,2959.39999997616,7.99274182406038,4332.89999997616,7
64038,43,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,72.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All flowers need grurm.</p><p>Daisies need grurm.</p>,5,24,2359.89999997616,7.76637452423044,3069.10000002384,9
64038,44,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,78.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All plants are slourby.</p><p>Mushrooms are not slourby.</p>,6,77,2604.60000002384,7.86503439154276,2897.5,7
64038,45,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,71.0,0,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All lava is rhully.</p><p>Water is rhully.</p>,7,59,2249.19999998808,7.71832987641275,2847.0,0
64038,46,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,69.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All sweabes have two legs.</p><p>Leg amputees are sweabes.</p>,2,95,4017.40000003576,8.29839020620935,2711.40000003576,0
64038,47,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,79.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All flowers need vak.</p><p>Roses need vak.</p>,2,25,832.799999952316,6.7247935172435,2654.10000002384,9
64038,48,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,72.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All krirks need air.</p><p>Daisies are krirks.</p>,5,55,2028.39999997616,7.61500258390911,4598.5,8
64038,49,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,70.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All things made of metal are rondsy.</p><p>Old pennies are not rondsy.</p>,4,97,1167.10000002384,7.06227731843874,2677.89999997616,4
64038,50,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,76.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All skoges have legs.</p><p>Snakes are skoges.</p>,5,86,925.800000011921,6.83065822861005,4130.69999998808,0
64038,51,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,70.0,0,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All things made of metal kring.</p><p>Diamonds kring.</p>,3,98,4978.09999996424,8.5128035711075,3610.59999996424,3
64038,52,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,67.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All broans have feathers.</p><p>Parrots are broans.</p>,7,11,3333.19999998808,8.11168808250448,2416.80000001192,10
64038,53,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,70.0,0,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All hirks have teeth.</p><p>Sharks are not hirks.</p>,5,44,4329.80000001192,8.37327663055608,2893.60000002384,3
64038,54,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,65.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All cycling requires mirts.</p><p>Swimming does not require mirts.</p>,7,14,3440.39999997616,8.1433430226704,3215.39999997616,10
64038,55,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,67.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All fruits can be feffed.</p><p>Knives cannot be feffed.</p>,2,30,994.600000023842,6.90234064630461,3569.89999997616,10
64038,56,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,67.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All suldes have skin.</p><p>Newborns are suldes.</p>,8,94,2540.30000001192,7.84003746327903,3314.5,10
64038,57,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,76.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All greembs will become tall.</p><p>Bonsai are greembs.</p>,3,42,1042.60000002384,6.94947287235687,3027.80000001192,6
64038,58,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,71.0,0,DA,Neutral,Invalid,Believable,Conflict,<p>All joughts are green.</p><p>Mushrooms are not joughts.</p>,6,53,7711.89999997616,8.95051986939824,2673.19999998808,7
64038,59,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,63.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All fuel is veag.</p><p>Coal is not veag.</p>,6,33,859.699999988079,6.75658349116653,4664.40000003576,2
64038,60,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,75.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All metals are hwill.</p><p>Mercury is not hwill.</p>,2,71,4043.29999995232,8.30481646920113,3844.19999998808,2
64038,61,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,75.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All African countries are clett.</p><p>The North Pole is not clett.</p>,1,1,4880.10000002384,8.4929209904454,2448.90000003576,8
64038,62,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,67.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All birds can chid.</p><p>Penguins cannot chid.</p>,1,4,4145.09999996424,8.3296821927221,2584.69999998808,0
64038,63,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,67.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All things that are smoked are rorg.</p><p>Salad is not rorg.</p>,4,107,6741.40000003576,8.81602289747539,2700.30000001192,7
64038,64,conditional,single-choice,All B are C/No A are B,Yes/No,No,40.0,1,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All taizes have wheels.</p><p>Trolley suitcasees are not taizes.</p>,2,96,,,3070.29999995232,4
64039,1,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,78.0,1,MP,Standard,Valid,Unbelievable,Conflict,<p>All fuel is liquid.</p><p>Coal is fuel.</p>,6,31,2133.20000000298,7.66537847872784,5095.59999999404,1
64039,2,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,71.0,1,MT,Standard,Valid,Believable,No-conflict,<p>All plants are green.</p><p>Mushrooms are not green.</p>,6,76,3297.79999999702,8.10101085846596,2865.80000001192,0
