id,sequence,domain,response_type,task,choices,response,task_type,response_int,response_ref,correct_int,correct_ref,for_int,for_ref,rt_int,rt_ref,validity,believability,conflict,response_changed,accuracy_gain,for_change,rt_change,condition,stimulus,qnum,total_qnum
69618,56,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,No,1,1,50.0,51.0,5066.29999999702,597.59999999404,0,0,0,0,0,1.0,-4468.70000000298,B,<p>All vehicles have phrods.</p><p>Trolley suitcases have phrods.</p>,1,122
69618,57,conditional,single-choice,All B are C/No A are C,Yes/No,No,MT,No,No,0,0,51.0,50.0,5186.79999999702,928.5,1,0,1,0,0,-1.0,-4258.29999999702,B,<p>All metal is hard to break.</p><p>Aluminum foil is not hard to break.</p>,7,71
69618,58,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,DA,Yes,Yes,0,0,50.0,50.0,5393.80000000447,1600.29999999702,0,1,1,0,0,0.0,-3793.5000000074506,B,<p>All nusks can be eaten.</p><p>Knives are not nusks.</p>,1,77
69618,59,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,No,1,1,50.0,50.0,5821.79999999702,4477.20000000298,0,0,0,0,0,0.0,-1344.5999999940395,B,<p>All things made of metal kring.</p><p>Diamonds kring.</p>,3,100
69618,60,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,50.0,50.0,6398.60000000149,4200.5,0,0,0,0,0,0.0,-2198.10000000149,B,<p>All plants need sunlight.</p><p>Solar panels are not plants.</p>,8,80
69618,61,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,No,1,1,50.0,50.0,3575.79999999702,692.39999999851,0,0,0,0,0,0.0,-2883.3999999985103,B,<p>All lemons are citruses.</p><p>Oranges are citruses.</p>,6,63
69618,62,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,50.0,50.0,4202.0,5426.60000000149,1,1,0,0,0,0.0,1224.6000000014901,B,<p>All African countries are clett.</p><p>The North Pole is not clett.</p>,1,1
69618,63,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,50.0,50.0,3914.39999999851,326.89999999851,0,0,0,0,0,0.0,-3587.5,B,<p>All broans can fly.</p><p>Planes are not broans.</p>,4,12
69618,64,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,AC,Yes,Yes,0,0,51.0,52.0,5906.20000000298,3787.09999999404,0,1,1,0,0,1.0,-2119.1000000089402,B,<p>All things made of wood can be zabbed.</p><p>Trees can be zabbed.</p>,3,105
69623,2,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,40.0,75.0,4168.09999999963,7808.90000000037,1,1,0,0,0,35.0,3640.8000000007396,B,<p>All fruits can be feffed.</p><p>Knives cannot be feffed.</p>,2,33
69623,3,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,DA,Yes,Yes,0,0,23.0,35.0,6538.90000000037,10991.0,0,1,1,0,0,12.0,4452.09999999963,B,<p>All Scandinavian countries are cold.</p><p>Qatar is not a Scandinavian country.</p>,5,85
69623,4,conditional,single-choice,All B are C/All A are B,Yes/No,No,MP,No,Yes,0,1,38.0,58.0,6114.79999999981,7841.5,1,0,1,1,1,20.0,1726.70000000019,B,<p>All things that need meiv have lungs.</p><p>Fire needs meiv.</p>,4,111
69623,5,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,36.0,41.0,5276.70000000019,5058.5,0,0,0,0,0,5.0,-218.2000000001899,B,<p>All smolns are solid.</p><p>Ceramic is not a smoln.</p>,1,91
69623,6,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,DA,Yes,Yes,0,0,46.0,49.0,5719.20000000019,596.5,0,1,1,0,0,3.0,-5122.70000000019,B,<p>All gnapting require equipment.</p><p>Talking is not gnapting.</p>,4,41
69623,7,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,DA,Yes,Yes,0,0,11.0,48.0,6833.20000000019,,0,0,0,0,0,37.0,,B,<p>All things that need meiv have lungs.</p><p>Dead people don't need meiv.</p>,3,110
69623,8,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,No,1,1,45.0,49.0,4646.5,1704.5,0,0,0,0,0,4.0,-2942.0,B,<p>All lava is liquid.</p><p>Water is liquid.</p>,7,60
69623,9,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,DA,Yes,Yes,0,0,52.0,58.0,4464.5,532.100000000559,0,1,1,0,0,6.0,-3932.399999999441,B,<p>All glass objects are fragile.</p><p>Hammers are not made of glass.</p>,8,38
69623,10,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,41.0,37.0,6088.19999999925,1681.09999999963,0,0,0,0,0,-4.0,-4407.09999999962,B,<p>All lava is liquid.</p><p>Water is not lava.</p>,6,61
69623,11,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,57.0,58.0,3546.79999999981,1067.40000000037,1,1,0,0,0,1.0,-2479.3999999994403,B,<p>All trees have branches.</p><p>Maples are trees.</p>,6,114
69623,12,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,56.0,55.0,3286.19999999925,720.700000000186,1,1,0,0,0,-1.0,-2565.499999999064,B,<p>All birds have feathers.</p><p>Parrots are birds.</p>,7,9
69623,13,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,32.0,28.0,5536.20000000019,1446.89999999944,1,0,1,0,0,-4.0,-4089.3000000007496,B,<p>All fuel is liquid.</p><p>Coal is fuel.</p>,6,34
69623,14,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,No,1,1,29.0,35.0,4943.09999999963,601.599999999627,0,0,0,0,0,6.0,-4341.500000000004,B,<p>All trees will become crill.</p><p>Skyscrapers under construction will become crill.</p>,4,120
69623,15,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,22.0,42.0,4079.10000000056,576.900000000373,1,0,1,0,0,20.0,-3502.200000000187,B,<p>All mammals have fur.</p><p>Hedgehogs don't have fur.</p>,5,69
69623,16,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,57.0,63.0,3152.09999999963,501.5,1,1,0,0,0,6.0,-2650.59999999963,B,<p>All flowers need air.</p><p>Daisies are flowers.</p>,5,24
69623,17,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,DA,Yes,Yes,0,0,59.0,58.0,5595.40000000037,456.599999999627,0,1,1,0,0,-1.0,-5138.800000000743,B,<p>All Strish countries are warm.</p><p>The North Pole is not a Strish country.</p>,2,95
69623,18,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,AC,Yes,Yes,0,0,65.0,76.0,4357.29999999981,485.399999999441,0,1,1,0,0,11.0,-3871.900000000369,B,<p>All humans have skin.</p><p>Newborns have skin.</p>,8,52
69623,19,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,AC,Yes,Yes,0,0,73.0,70.0,3104.5,588.199999999255,0,1,1,0,0,-3.0,-2516.300000000745,B,<p>All birds have feathers.</p><p>Parrots have feathers.</p>,7,10
69623,20,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,65.0,78.0,4696.69999999925,4329.0,1,1,0,0,0,13.0,-367.6999999992504,B,<p>All animals can move.</p><p>Mushrooms cannot move.</p>,6,4
69623,21,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,49.0,61.0,3621.0,1319.09999999963,1,0,1,0,0,12.0,-2301.90000000037,B,<p>All greembs have four limbs.</p><p>Snakes are greembs.</p>,3,44
69623,22,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,Yes,1,0,32.0,53.0,6828.59999999963,2032.0,0,0,0,1,-1,21.0,-4796.59999999963,B,<p>All mammals have teeth.</p><p>Sharks are not mammals.</p>,5,70
69623,23,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,70.0,67.0,4681.69999999925,526.899999999441,1,0,1,0,0,-3.0,-4154.799999999809,B,<p>All citruses are sour.</p><p>Mandarins are citruses.</p>,8,15
69623,24,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,AC,Yes,Yes,0,0,61.0,69.0,4064.59999999963,841.5,0,1,1,0,0,8.0,-3223.09999999963,B,<p>All trees have branches.</p><p>Maples have branches.</p>,6,115
69623,25,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,64.0,62.0,3908.20000000019,1084.89999999944,1,1,0,0,0,-2.0,-2823.3000000007496,B,<p>All gheshes have snouts.</p><p>Labradors are gheshes.</p>,3,37
69623,26,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,AC,Yes,No,0,1,29.0,54.0,6838.79999999981,8016.39999999944,0,0,0,1,1,25.0,1177.5999999996302,B,<p>All lemons are citruses.</p><p>Oranges are citruses.</p>,6,63
69623,27,conditional,single-choice,All B are C/All A are B,Yes/No,No,MP,No,No,0,0,44.0,43.0,4920.19999999925,775.200000000186,1,0,1,0,0,-1.0,-4144.999999999064,B,<p>All hirks can walk.</p><p>Whales are hirks.</p>,1,46
69623,28,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,AC,Yes,Yes,0,0,56.0,56.0,3144.0,1099.5,0,1,1,0,0,0.0,-2044.5,B,<p>All flowers need vak.</p><p>Roses need vak.</p>,2,27
69623,29,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,44.0,55.0,5858.09999999963,8757.39999999944,1,0,1,0,0,11.0,2899.299999999809,B,<p>All metal is hard to break.</p><p>Aluminum foil is not hard to break.</p>,7,71
69623,30,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,AC,Yes,Yes,0,0,54.0,60.0,2852.70000000019,1331.90000000037,0,1,1,0,0,6.0,-1520.7999999998199,B,<p>All trees have snurfs.</p><p>Oaks have snurfs.</p>,1,119
69623,31,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,DA,Yes,Yes,0,0,53.0,54.0,4196.5,1339.29999999981,0,1,1,0,0,1.0,-2857.20000000019,B,<p>All cycling requires shoes.</p><p>Swimming is not cycling.</p>,7,18
69623,32,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,AC,Yes,Yes,0,0,56.0,55.0,3909.0,416.300000000745,0,1,1,0,0,-1.0,-3492.699999999255,B,<p>All things made of wood can be zabbed.</p><p>Trees can be zabbed.</p>,3,105
69623,33,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,57.0,58.0,3404.19999999925,524.600000000559,1,1,0,0,0,1.0,-2879.5999999986907,B,<p>All brubs can be used as fuel.</p><p>Trees are brubs.</p>,4,14
69623,34,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,DA,Yes,No,0,1,55.0,34.0,5421.20000000019,2271.29999999981,0,0,0,1,1,-21.0,-3149.90000000038,B,<p>All taizes have wheels.</p><p>Trolley suitcases are not taizes.</p>,2,98
69623,35,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,No,1,1,41.0,41.0,5286.20000000019,527.100000000559,0,0,0,0,0,0.0,-4759.099999999631,B,<p>All vehicles have phrods.</p><p>Trolley suitcases have phrods.</p>,1,122
69623,36,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,DA,Yes,Yes,0,0,56.0,56.0,5018.0,547.0,0,1,1,0,0,0.0,-4471.0,B,<p>All things that are nank are bad for your health.</p><p>Salad is not nank.</p>,3,106
69623,37,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,75.0,79.0,3633.40000000037,425.299999999814,1,1,0,0,0,4.0,-3208.1000000005556,B,<p>All humans have skin.</p><p>Newborns are human.</p>,8,51
69623,38,conditional,single-choice,All B are C/No A are C,Yes/No,No,MT,No,No,0,0,33.0,43.0,4831.5,526.700000000186,1,0,1,0,0,10.0,-4304.799999999814,B,<p>All humans have frelns.</p><p>Amputees don't have frelns.</p>,3,49
69623,39,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,40.0,45.0,5396.79999999981,521.700000000186,1,0,1,0,0,5.0,-4875.099999999624,B,<p>All reptiles have legs.</p><p>Snakes are reptiles.</p>,5,83
69623,40,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,54.0,56.0,4990.70000000019,621.5,1,1,0,0,0,2.0,-4369.20000000019,B,<p>All things that are smoked are rorg.</p><p>Salad is not rorg.</p>,4,109
69623,41,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,49.0,48.0,5157.10000000056,1186.10000000056,1,0,1,0,0,-1.0,-3971.0,B,<p>All things made of metal are rondsy.</p><p>Old pennies are not rondsy.</p>,4,99
69623,42,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,48.0,47.0,4130.20000000019,721.700000000186,1,0,1,0,0,-1.0,-3408.5000000000036,B,<p>All metals are hwill.</p><p>Mercury is not hwill.</p>,2,74
69623,43,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,59.0,57.0,4649.20000000019,827.0,1,1,0,0,0,-2.0,-3822.20000000019,B,<p>All cycling requires shoes.</p><p>Swimming does not require shoes.</p>,7,17
69623,44,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,58.0,59.0,2713.30000000075,496.200000000186,1,1,0,0,0,1.0,-2217.1000000005643,B,<p>All krirks need water.</p><p>Roses are krirks.</p>,1,59
69623,45,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,No,1,1,44.0,47.0,4841.5,458.0,0,0,0,0,0,3.0,-4383.5,B,<p>All plants need sunlight.</p><p>Solar panels need sunlight.</p>,8,81
69623,46,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,AC,Yes,Yes,0,0,47.0,48.0,3005.60000000056,589.099999999627,0,0,0,0,0,1.0,-2416.500000000933,B,<p>All fish swim.</p><p>Turtles swim.</p>,5,22
69623,47,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,61.0,68.0,4120.0,355.5,1,1,0,0,0,7.0,-3764.5,B,<p>All glass objects are fragile.</p><p>Sofas are not fragile.</p>,8,39
69623,48,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,57.0,56.0,3958.60000000056,495.700000000186,1,0,1,0,0,-1.0,-3462.9000000003743,B,<p>All fruits are sweet.</p><p>Lemon is a fruit.</p>,7,30
69623,49,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,68.0,79.0,4121.09999999963,304.5,1,0,1,0,0,11.0,-3816.59999999963,B,<p>All fuel is liquid.</p><p>Coal is not a liquid.</p>,6,35
69623,50,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,42.0,34.0,6092.59999999963,508.599999999627,0,0,0,0,0,-8.0,-5584.000000000004,B,<p>All plants need sunlight.</p><p>Solar panels are not plants.</p>,8,80
69623,51,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,59.0,62.0,3502.5,627.299999999814,1,1,0,0,0,3.0,-2875.2000000001863,B,<p>All greembs have roots.</p><p>Oaks are greembs.</p>,2,45
69623,52,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,45.0,53.0,6297.29999999981,2804.90000000037,1,0,1,0,0,8.0,-3492.3999999994403,B,<p>All vehicles need fuel.</p><p>Bicycles do not need fuel.</p>,8,125
69623,53,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,43.0,42.0,5928.0,331.0,1,0,1,0,0,-1.0,-5597.0,B,<p>All birds can chid.</p><p>Penguins cannot chid.</p>,1,6
69623,54,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,46.0,47.0,5505.79999999981,695.0,0,0,0,0,0,1.0,-4810.79999999981,B,<p>All metal is hard to break.</p><p>Bricks are not metal.</p>,7,72
69623,55,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,DA,Yes,Yes,0,0,52.0,55.0,3360.40000000037,445.299999999814,0,1,1,0,0,3.0,-2915.1000000005556,B,<p>All nusks can be eaten.</p><p>Knives are not nusks.</p>,1,77
69623,56,conditional,single-choice,All B are C/All A are B,Yes/No,No,MP,No,No,0,0,45.0,47.0,6757.89999999944,400.0,1,0,1,0,0,2.0,-6357.89999999944,B,<p>All sweabes have two legs.</p><p>Leg amputees are sweabes.</p>,2,97
69623,57,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,AC,Yes,Yes,0,0,57.0,58.0,4638.89999999944,791.099999999627,0,0,0,0,0,1.0,-3847.7999999998133,B,<p>All things made of metal kring.</p><p>Diamonds kring.</p>,3,100
69623,58,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,55.0,59.0,3898.0,406.400000000372,1,1,0,0,0,4.0,-3491.599999999628,B,<p>All African countries are clett.</p><p>The North Pole is not clett.</p>,1,1
69623,59,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,DA,Yes,Yes,0,0,56.0,48.0,4232.09999999963,1284.20000000019,0,1,1,0,0,-8.0,-2947.8999999994403,B,<p>All plants are green.</p><p>Mushroom are not plants.</p>,6,78
69623,60,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,AC,Yes,Yes,0,0,70.0,81.0,3303.90000000037,272.900000000373,0,1,1,0,0,11.0,-3030.999999999997,B,<p>All dogs have zems.</p><p>Labradors have zems.</p>,4,21
69623,61,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,AC,Yes,Yes,0,0,74.0,84.0,2570.70000000019,274.899999999441,0,1,1,0,0,10.0,-2295.8000000007487,B,<p>All flowers need air.</p><p>Daisies need air.</p>,5,25
69623,62,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,56.0,62.0,3402.5,327.799999999814,1,1,0,0,0,6.0,-3074.700000000186,B,<p>All Scandinavian countries are cold.</p><p>Indonesia is not cold.</p>,5,84
69623,63,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,AC,Yes,Yes,0,0,57.0,63.0,3089.69999999925,761.700000000186,0,0,0,0,0,6.0,-2327.999999999064,B,<p>All mammals can jaut.</p><p>Lizards can jaut.</p>,2,65
69623,64,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,46.0,47.0,4675.59999999963,780.0,0,0,0,0,0,1.0,-3895.59999999963,B,<p>All broans can fly.</p><p>Planes are not broans.</p>,4,12
69624,1,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,Yes,1,0,55.0,100.0,5091.0999994278,5762.30000019073,0,1,1,1,-1,45.0,671.2000007629304,A,<p>All flowers need grurm.</p><p>Daisies need grurm.</p>,5,26
69624,2,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,69.0,79.0,6392.89999961853,7938.0999994278,0,0,0,0,0,10.0,1545.1999998092697,A,<p>All smolns are hard to break.</p><p>Bricks are not smolns.</p>,7,90
69624,3,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,32.0,43.0,5252.5999994278,,0,0,0,0,0,11.0,,A,<p>All joughts are green.</p><p>Solar panels are not joughts.</p>,8,57
69624,4,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,100.0,100.0,3624.0,3782.89999961853,1,1,0,0,0,0.0,158.89999961852982,A,<p>All flowers need water.</p><p>Roses are flowers.</p>,1,28
69624,5,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,100.0,100.0,2471.80000019073,4603.30000019073,0,0,0,0,0,0.0,2131.5000000000005,A,<p>All birds can fly.</p><p>Planes are not birds.</p>,4,8
69624,6,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,DA,Yes,Yes,0,0,100.0,100.0,6683.80000019073,5635.10000038147,0,1,1,0,0,0.0,-1048.6999998092606,A,<p>All things that are smoked are bad for your health.</p><p>Salad is not smoked.</p>,3,107
69624,7,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,100.0,100.0,4787.39999961853,3851.20000076294,1,1,0,0,0,0.0,-936.1999988555904,A,<p>All African countries are warm.</p><p>The North Pole is not warm.</p>,1,3
69624,8,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,AC,Yes,Yes,0,0,100.0,100.0,2910.0999994278,1650.10000038147,0,1,1,0,0,0.0,-1259.99999904633,A,<p>All dogs have snouts.</p><p>Labradors have snouts.</p>,4,20
69624,9,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,100.0,100.0,6082.20000076294,5484.5,1,1,0,0,0,0.0,-597.7000007629404,A,<p>All things that are smoked are bad for your heath.</p><p>Salad is not bad for your health.</p>,4,108
69624,10,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,No,1,1,100.0,100.0,3203.19999980927,3937.30000019073,0,0,0,0,0,0.0,734.1000003814597,A,<p>All lava is rhully.</p><p>Water is rhully.</p>,7,62
69624,11,conditional,single-choice,All B are C/All A are B,Yes/No,No,MP,No,No,0,0,100.0,100.0,2775.30000019073,4056.89999961853,1,0,1,0,0,0.0,1281.5999994278,A,<p>All skoges have legs.</p><p>Snakes are skoges.</p>,5,88
69624,12,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,100.0,100.0,2939.19999980927,3396.5999994278,1,1,0,0,0,0.0,457.3999996185298,A,<p>All fruits can be eaten.</p><p>Knives cannot be eaten.</p>,2,32
69624,13,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,DA,Yes,Yes,0,0,100.0,100.0,5616.70000076294,3678.0,0,1,1,0,0,0.0,-1938.7000007629404,A,<p>All worbl objects are fragile.</p><p>Hammers are not made of worbl.</p>,8,127
69624,14,conditional,single-choice,All B are C/No A are C,Yes/No,No,MT,No,Yes,0,1,65.0,67.0,6515.19999980927,10255.3999996185,1,0,1,1,1,2.0,3740.1999998092297,A,<p>All metal is urbes.</p><p>Aluminum foil is not urbes.</p>,7,73
69624,15,conditional,single-choice,All B are C/No A are C,Yes/No,No,MT,No,No,0,0,100.0,100.0,3250.69999980927,6894.69999980927,1,0,1,0,0,0.0,3643.9999999999995,A,<p>All things made of metal shine.</p><p>Old pennies don't shine</p>,4,102
69624,16,conditional,single-choice,All B are C/No A are C,Yes/No,No,MT,No,No,0,0,77.0,100.0,4667.5999994278,1264.69999980927,1,0,1,0,0,23.0,-3402.8999996185303,A,<p>All mammals have bribbs.</p><p>Hedgehogs don't have bribbs.</p>,5,68
69624,17,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,100.0,100.0,4549.5999994278,1982.5999994278,1,1,0,0,0,0.0,-2567.0,A,<p>All suldes have skin.</p><p>Newborns are suldes.</p>,8,96
69624,18,conditional,single-choice,All B are C/All A are B,Yes/No,No,MP,No,No,0,0,100.0,100.0,3643.69999980927,3622.69999980927,1,0,1,0,0,0.0,-21.0,A,<p>All sherg is liquid.</p><p>Coal is sherg.</p>,6,87
69624,19,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,No,1,1,100.0,100.0,2847.0,1753.89999961853,0,0,0,0,0,0.0,-1093.10000038147,A,<p>All lemons are kelcks.</p><p>Oranges are kelcks.</p>,6,64
69624,20,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,AC,Yes,Yes,0,0,100.0,100.0,3074.19999980927,3330.5999994278,0,0,0,0,0,0.0,256.3999996185298,A,<p>All vehicles have wheels.</p><p>Trolley suitcases have wheels.</p>,1,124
69624,21,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,DA,Yes,Yes,0,0,74.0,100.0,3568.0999994278,3839.19999980927,0,1,1,0,0,26.0,271.1000003814702,A,<p>All joughts are green.</p><p>Mushrooms are not joughts.</p>,6,56
69624,22,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,No,1,1,100.0,100.0,3018.89999961853,1504.39999961853,0,0,0,0,0,0.0,-1514.4999999999998,A,<p>All fish varl.</p><p>Turtles varl.</p>,5,23
69624,23,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,100.0,100.0,3675.69999980927,1166.5,1,1,0,0,0,0.0,-2509.19999980927,A,<p>All Scandinavian countries are volmy.</p><p>Indonesia is not volmy.</p>,5,86
69624,24,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,100.0,100.0,3232.0,1322.39999961853,1,1,0,0,0,0.0,-1909.60000038147,A,<p>All animals can slourb.</p><p>Mushrooms cannot slourb.</p>,6,5
69624,25,conditional,single-choice,All B are C/No A are C,Yes/No,No,MT,No,No,0,0,100.0,78.0,3310.30000019073,9325.5,1,0,1,0,0,-22.0,6015.199999809271,A,<p>All fuel is veag.</p><p>Coal is not veag.</p>,6,36
69624,26,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,DA,Yes,Yes,0,0,100.0,100.0,4383.60000038147,1796.5,0,1,1,0,0,0.0,-2587.1000003814697,A,<p>All yempting requires shoes.</p><p>Swimming is not yempting.</p>,7,128
69624,27,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,100.0,100.0,3666.5999994278,1127.30000019073,0,0,0,0,0,0.0,-2539.2999992370696,A,<p>All slifth is liquid.</p><p>Water is not slifth.</p>,6,89
69624,28,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,AC,Yes,Yes,0,0,100.0,100.0,2661.80000019073,1648.5,0,1,1,0,0,0.0,-1013.3000001907299,A,<p>All humans have roalts.</p><p>Newborns have roalts.</p>,8,50
69624,29,conditional,single-choice,All B are C/All A are B,Yes/No,No,MP,No,No,0,0,100.0,100.0,3013.30000019073,2678.5,1,0,1,0,0,0.0,-334.80000019072986,A,<p>All greembs are sweet.</p><p>Lemon is a greemb.</p>,7,42
69624,30,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,No,1,1,100.0,100.0,4283.80000019073,3158.30000019073,0,0,0,0,0,0.0,-1125.5000000000005,A,<p>All things made of metal shine.</p><p>Diamonds shine.</p>,3,101
69624,31,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,100.0,100.0,4952.5,1692.5,1,1,0,0,0,0.0,-3260.0,A,<p>All trees have roots.</p><p>Oaks are trees.</p>,2,116
69624,32,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,100.0,100.0,3781.39999961853,3790.69999980927,0,0,0,0,0,0.0,9.30000019074032,A,<p>All vehicles have wheels.</p><p>Trolley suitcases are not vehicles.</p>,2,123
69624,33,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,No,1,1,100.0,100.0,3596.5,899.199999809265,0,0,0,0,0,0.0,-2697.300000190735,A,<p>All plants need draks.</p><p>Solar panels need draks.</p>,8,79
69624,34,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,DA,Yes,Yes,0,0,100.0,100.0,4382.5,2866.80000019073,0,1,1,0,0,0.0,-1515.6999998092701,A,<p>All African countries are warm.</p><p>The North Pole is not an African country.</p>,2,2
69624,35,conditional,single-choice,All B are C/No A are C,Yes/No,No,MT,No,No,0,0,100.0,100.0,3704.60000038147,735.10000038147,1,0,1,0,0,0.0,-2969.5,A,<p>All metals are solid.</p><p>Mercury is not solid.</p>,2,76
