"sona_id","age","gender","condition","content","stimulus","type","validity","believability","conflict","qnum","total_qnum","response_int","response_ref","correct_int","correct_ref","rt_int","rt_ref","logRT_int","logRT_ref","for_int","for_ref","responseChange","trial_num","statementEval"
"69672",18,"Male","A","Standard","<p>All mammals can walk.</p><p>Lizards can walk.</p>","AC","Invalid","Unbelievable","No-conflict","2",66,"No","No","true","true",2150.79999999993,1136,7.67359514493549,7.0352685992811,100,100,"11",41,1
"69672",18,"Male","A","Neutral","<p>All krirks need air.</p><p>Daisies are krirks.</p>","MP","Valid","Believable","No-conflict","5",58,"Yes","Yes","true","true",3848.40000000002,827.400000000023,8.25541275648712,6.71828825402734,100,100,"11",42,8
"69672",18,"Male","A","Neutral","<p>All trees have smeifs.</p><p>Maples have smeifs.</p>","AC","Invalid","Believable","Conflict","6",118,"Yes","Yes","false","false",2546.09999999998,635.199999999953,7.84231805564373,6.45393990993285,100,100,"00",43,9
"69672",18,"Male","A","Standard","<p>All metals are solid.</p><p>Mercury is not solid.</p>","MT","Valid","Unbelievable","Conflict","2",76,"No","No","false","false",3213.40000000002,446.800000000047,8.07508484560924,6.10211106719515,58,100,"00",44,1
"69672",18,"Male","A","Neutral","<p>All animals can slourb.</p><p>Mushrooms cannot slourb.</p>","MT","Valid","Believable","No-conflict","6",5,"Yes","Yes","true","true",3491.70000000007,338.5,8.15814400261606,5.82452409235233,100,100,"11",45,10
"69672",18,"Male","A","Standard","<p>All dogs have snouts.</p><p>Labradors have snouts.</p>","AC","Invalid","Believable","Conflict","4",20,"Yes","Yes","false","false",3550.60000000009,474.199999999953,8.17487188227272,6.16162917363121,100,100,"00",46,8
"69672",18,"Male","A","Standard","<p>All things made of wood can be used as fuel.</p><p>Trees are made of wood.</p>","MP","Valid","Believable","No-conflict","4",103,"Yes","Yes","true","true",3044.5,172.099999999977,8.02109196304863,5.14807570321736,100,100,"11",47,10
"69672",18,"Male","A","Standard","<p>All things that are smoked are bad for your heath.</p><p>Salad is not bad for your health.</p>","MT","Valid","Believable","No-conflict","4",108,"Yes","Yes","true","true",4913.5,650.199999999953,8.49974179780248,6.47728000786973,100,100,"11",48,8
"69672",18,"Male","A","Standard","<p>All trees have roots.</p><p>Oaks have roots.</p>","AC","Invalid","Believable","Conflict","1",117,"Yes","Yes","false","false",2564.29999999993,617.199999999953,7.84944081587621,6.42519312048893,100,100,"00",49,10
"69672",18,"Male","A","Neutral","<p>All Hult countries are cold.</p><p>Qatar is not a Hult country.</p>","DA","Invalid","Believable","Conflict","5",48,"Yes","Yes","false","false",4201.19999999995,480.599999999977,8.34312547774861,6.17503532330232,100,100,"00",50,2
"69672",18,"Male","A","Neutral","<p>All mammals have bribbs.</p><p>Hedgehogs don't have bribbs.</p>","MT","Valid","Unbelievable","Conflict","5",68,"No","No","false","false",3679,380.199999999953,8.21039625510477,5.94069743005421,100,100,"00",51,2
"69672",18,"Male","A","Neutral","<p>All yempting requires shoes.</p><p>Swimming is not yempting.</p>","DA","Invalid","Believable","Conflict","7",128,"Yes","Yes","false","false",4432.5,455.900000000023,8.39671903794836,6.12227348721945,100,100,"00",52,8
"69672",18,"Male","A","Standard","<p>All birds can fly.</p><p>Penguins cannot fly.</p>","MT","Valid","Unbelievable","Conflict","1",7,"No","No","false","false",2172.70000000007,465.400000000023,7.68372591274123,6.14289725086824,100,100,"00",53,6
"69672",18,"Male","A","Neutral","<p>All fish varl.</p><p>Turtles varl.</p>","AC","Invalid","Unbelievable","No-conflict","5",23,"Yes","Yes","false","false",2717.5,348.199999999953,7.90746761899536,5.85277702733396,100,100,"00",54,8
"69672",18,"Male","A","Standard","<p>All humans have two legs.</p><p>Leg amputees do not have two legs.</p>","MT","Valid","Unbelievable","Conflict","3",54,"No","No","false","false",4623.89999999991,402.29999999993,8.43899378382076,5.99719807895557,100,100,"00",55,0
"69672",18,"Male","A","Neutral","<p>All glass objects are sarky.</p><p>Sofas are not sarky.</p>","MT","Valid","Believable","No-conflict","8",40,"Yes","Yes","true","true",3874.19999999995,206.099999999977,8.26209446886046,5.3283614878963,100,100,"11",56,1
"69672",18,"Male","A","Neutral","<p>All broans have feathers.</p><p>Parrots are broans.</p>","MP","Valid","Believable","No-conflict","7",13,"Yes","Yes","true","true",3168.40000000002,99,8.06098200759013,4.59511985013459,84,84,"11",57,9
"69672",18,"Male","A","Standard","<p>All metals are solid.</p><p>Ceramic is not a metal.</p>","DA","Invalid","Unbelievable","No-conflict","1",75,"No","No","true","true",3220.59999999998,367.199999999953,8.07732295658389,5.90590665874621,68,72,"11",58,0
"69672",18,"Male","A","Neutral","<p>All suldes have skin.</p><p>Newborns are suldes.</p>","MP","Valid","Believable","No-conflict","8",96,"Yes","Yes","true","true",3134.40000000002,253,8.05019304719028,5.53338948872752,97,100,"11",59,10
"69672",18,"Male","A","Standard","<p>All vehicles have wheels.</p><p>Trolley suitcases have wheels.</p>","AC","Invalid","Unbelievable","No-conflict","1",124,"Yes","Yes","false","false",3218.59999999998,240.099999999977,8.07670176138439,5.48105550322711,100,100,"00",60,1
"69672",18,"Male","A","Standard","<p>All things that need oxygen have lungs.</p><p>Dead people don't need oxygen.</p>","DA","Invalid","Unbelievable","No-conflict","3",112,"No","No","true","true",3889.09999999998,198,8.2659330473762,5.28826703069454,100,100,"11",61,1
"69672",18,"Male","A","Standard","<p>All flowers need water.</p><p>Roses are flowers.</p>","MP","Valid","Believable","No-conflict","1",28,"Yes","Yes","true","true",3076.69999999995,894.199999999953,8.03161287300627,6.79592946379983,100,100,"11",62,9
"69672",18,"Male","A","Neutral","<p>All slifth is liquid.</p><p>Water is not slifth.</p>","DA","Invalid","Unbelievable","No-conflict","6",89,"No","No","true","true",4131.90000000002,89,8.3264926285914,4.48863636973214,100,100,"11",63,10
"69672",18,"Male","A","Neutral","<p>All sherg is liquid.</p><p>Coal is sherg.</p>","MP","Valid","Unbelievable","Conflict","6",87,"No","No","false","false",3736.09999999998,426.900000000023,8.2257975655858,6.05654979376397,100,100,"00",64,2
"69683",19,"Male","B","Neutral","<p>All African countries are clett.</p><p>The North Pole is not clett.</p>","MT","Valid","Believable","No-conflict","1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10
"69683",19,"Male","B","Standard","<p>All birds have feathers.</p><p>Parrots are birds.</p>","MP","Valid","Believable","No-conflict","7",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10
"69683",19,"Male","B","Neutral","<p>All taizes have wheels.</p><p>Trolley suitcases are not taizes.</p>","DA","Invalid","Unbelievable","No-conflict","2",98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"69683",19,"Male","B","Standard","<p>All humans have skin.</p><p>Newborns are human.</p>","MP","Valid","Believable","No-conflict","8",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10
"69683",19,"Male","B","Standard","<p>All plants need sunlight.</p><p>Solar panels need sunlight.</p>","AC","Invalid","Unbelievable","No-conflict","8",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0
"69683",19,"Male","B","Standard","<p>All vehicles need fuel.</p><p>Bicycles do not need fuel.</p>","MT","Valid","Unbelievable","Conflict","8",125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1
"69683",19,"Male","B","Standard","<p>All metal is hard to break.</p><p>Bricks are not metal.</p>","DA","Invalid","Unbelievable","No-conflict","7",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2
"69683",19,"Male","B","Standard","<p>All humans have skin.</p><p>Newborns have skin.</p>","AC","Invalid","Believable","Conflict","8",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10
"69683",19,"Male","B","Standard","<p>All flowers need air.</p><p>Daisies need air.</p>","AC","Invalid","Believable","Conflict","5",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10
"69683",19,"Male","B","Neutral","<p>All trees have snurfs.</p><p>Oaks have snurfs.</p>","AC","Invalid","Believable","Conflict","1",119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10
"69683",19,"Male","B","Neutral","<p>All fruits can be feffed.</p><p>Knives cannot be feffed.</p>","MT","Valid","Believable","No-conflict","2",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10
"69683",19,"Male","B","Standard","<p>All flowers need air.</p><p>Daisies are flowers.</p>","MP","Valid","Believable","No-conflict","5",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,10
"69683",19,"Male","B","Neutral","<p>All things that are nank are bad for your health.</p><p>Salad is not nank.</p>","DA","Invalid","Believable","Conflict","3",106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10
"69683",19,"Male","B","Neutral","<p>All flowers need vak.</p><p>Roses need vak.</p>","AC","Invalid","Believable","Conflict","2",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,10
"69683",19,"Male","B","Neutral","<p>All trees will become crill.</p><p>Skyscrapers under construction will become crill.</p>","AC","Invalid","Unbelievable","No-conflict","4",120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0
"69683",19,"Male","B","Neutral","<p>All gheshes have snouts.</p><p>Labradors are gheshes.</p>","MP","Valid","Believable","No-conflict","3",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,10
"69683",19,"Male","B","Standard","<p>All animals can move.</p><p>Mushrooms cannot move.</p>","MT","Valid","Believable","No-conflict","6",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,10
"69683",19,"Male","B","Standard","<p>All fuel is liquid.</p><p>Coal is not a liquid.</p>","MT","Valid","Unbelievable","Conflict","6",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2
"69683",19,"Male","B","Neutral","<p>All things that need meiv have lungs.</p><p>Fire needs meiv.</p>","MP","Valid","Unbelievable","Conflict","4",111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0
"69683",19,"Male","B","Standard","<p>All cycling requires shoes.</p><p>Swimming is not cycling.</p>","DA","Invalid","Believable","Conflict","7",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,10
"69683",19,"Male","B","Neutral","<p>All greembs have four limbs.</p><p>Snakes are greembs.</p>","MP","Valid","Unbelievable","Conflict","3",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0
"69683",19,"Male","B","Standard","<p>All trees have branches.</p><p>Maples are trees.</p>","MP","Valid","Believable","No-conflict","6",114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,10
"69683",19,"Male","B","Standard","<p>All lava is liquid.</p><p>Water is not lava.</p>","DA","Invalid","Unbelievable","No-conflict","6",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0
"69683",19,"Male","B","Standard","<p>All plants need sunlight.</p><p>Solar panels are not plants.</p>","DA","Invalid","Unbelievable","No-conflict","8",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1
"69683",19,"Male","B","Neutral","<p>All humans have frelns.</p><p>Amputees don't have frelns.</p>","MT","Valid","Unbelievable","Conflict","3",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0
"69683",19,"Male","B","Neutral","<p>All broans can fly.</p><p>Planes are not broans.</p>","DA","Invalid","Unbelievable","No-conflict","4",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,0
"69683",19,"Male","B","Neutral","<p>All nusks can be eaten.</p><p>Knives are not nusks.</p>","DA","Invalid","Believable","Conflict","1",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,9
"69683",19,"Male","B","Neutral","<p>All greembs have roots.</p><p>Oaks are greembs.</p>","MP","Valid","Believable","No-conflict","2",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,10
"69683",19,"Male","B","Standard","<p>All fuel is liquid.</p><p>Coal is fuel.</p>","MP","Valid","Unbelievable","Conflict","6",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0
"69683",19,"Male","B","Neutral","<p>All dogs have zems.</p><p>Labradors have zems.</p>","AC","Invalid","Believable","Conflict","4",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,10
"69683",19,"Male","B","Standard","<p>All glass objects are fragile.</p><p>Sofas are not fragile.</p>","MT","Valid","Believable","No-conflict","8",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,9
"69683",19,"Male","B","Standard","<p>All birds have feathers.</p><p>Parrots have feathers.</p>","AC","Invalid","Believable","Conflict","7",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,10
"69683",19,"Male","B","Neutral","<p>All metals are hwill.</p><p>Mercury is not hwill.</p>","MT","Valid","Unbelievable","Conflict","2",74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1
"69683",19,"Male","B","Standard","<p>All reptiles have legs.</p><p>Snakes are reptiles.</p>","MP","Valid","Unbelievable","Conflict","5",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,0
"69683",19,"Male","B","Neutral","<p>All things made of metal are rondsy.</p><p>Old pennies are not rondsy.</p>","MT","Valid","Unbelievable","Conflict","4",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,8
"69683",19,"Male","B","Neutral","<p>All mammals can jaut.</p><p>Lizards can jaut.</p>","AC","Invalid","Unbelievable","No-conflict","2",65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0
"69683",19,"Male","B","Standard","<p>All lava is liquid.</p><p>Water is liquid.</p>","AC","Invalid","Unbelievable","No-conflict","7",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,0
"69683",19,"Male","B","Neutral","<p>All vehicles have phrods.</p><p>Trolley suitcases have phrods.</p>","AC","Invalid","Unbelievable","No-conflict","1",122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,5
"69683",19,"Male","B","Neutral","<p>All krirks need water.</p><p>Roses are krirks.</p>","MP","Valid","Believable","No-conflict","1",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,10
"69683",19,"Male","B","Neutral","<p>All sweabes have two legs.</p><p>Leg amputees are sweabes.</p>","MP","Valid","Unbelievable","Conflict","2",97,"No","Yes","false","true",2077.5,25405.3999999762,7.6389205267296,10.142717028835,100,100,"01",40,0
"69683",19,"Male","B","Standard","<p>All metal is hard to break.</p><p>Aluminum foil is not hard to break.</p>","MT","Valid","Unbelievable","Conflict","7",71,"Yes","Yes","true","true",6352.30000007153,9940.60000002384,8.75657223104211,9.20438266000433,22,100,"11",41,1
"69683",19,"Male","B","Neutral","<p>All things made of metal kring.</p><p>Diamonds kring.</p>","AC","Invalid","Unbelievable","No-conflict","3",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,9
"69683",19,"Male","B","Standard","<p>All citruses are sour.</p><p>Mandarins are citruses.</p>","MP","Valid","Unbelievable","Conflict","8",15,"Yes","Yes","true","true",3279.39999997616,495.400000095367,8.0954157578085,6.20536551724777,100,100,"11",43,7
"69683",19,"Male","B","Neutral","<p>All brubs can be used as fuel.</p><p>Trees are brubs.</p>","MP","Valid","Believable","No-conflict","4",14,"Yes","Yes","true","true",2596.89999997616,1396.20000004768,7.86207370494377,7.24150953957045,100,100,"11",44,10
"69683",19,"Male","B","Standard","<p>All trees have branches.</p><p>Maples have branches.</p>","AC","Invalid","Believable","Conflict","6",115,"No","No","true","true",2430.5,1285.90000009537,7.79585227648551,7.15921414135056,100,100,"11",45,10
"69683",19,"Male","B","Neutral","<p>All smolns are solid.</p><p>Ceramic is not a smoln.</p>","DA","Invalid","Unbelievable","No-conflict","1",91,"No","No","true","true",6391.89999997616,6968.10000002384,8.76278684276431,8.8490978697531,15,100,"11",46,1
"69683",19,"Male","B","Standard","<p>All glass objects are fragile.</p><p>Hammers are not made of glass.</p>","DA","Invalid","Believable","Conflict","8",38,"No","No","true","true",6237.79999995232,7479.5,8.73838283508793,8.91992122381452,32,100,"11",47,10
"69683",19,"Male","B","Standard","<p>All lemons are citruses.</p><p>Oranges are citruses.</p>","AC","Invalid","Unbelievable","No-conflict","6",63,"No","No","true","true",4324.79999995232,363,8.37212117551116,5.89440283426485,100,100,"11",48,1
"69683",19,"Male","B","Standard","<p>All cycling requires shoes.</p><p>Swimming does not require shoes.</p>","MT","Valid","Believable","No-conflict","7",17,"Yes","Yes","true","true",6659.5,7451,8.80379968564108,8.91610353055373,75,100,"11",49,10
"69683",19,"Male","B","Standard","<p>All mammals have fur.</p><p>Hedgehogs don't have fur.</p>","MT","Valid","Unbelievable","Conflict","5",69,"Yes","Yes","true","true",4596.29999995232,9704.29999995232,8.43300691097944,9.18032436522767,100,100,"11",50,0
"69683",19,"Male","B","Standard","<p>All plants are green.</p><p>Mushroom are not plants.</p>","DA","Invalid","Believable","Conflict","6",78,"No","No","true","true",2850.59999990463,3227.29999995232,7.95528477738748,8.07940115331888,100,100,"11",51,6
"69683",19,"Male","B","Neutral","<p>All things made of wood can be zabbed.</p><p>Trees can be zabbed.</p>","AC","Invalid","Believable","Conflict","3",105,"No","No","true","true",6146.39999997616,5425.89999997616,8.72362182354955,8.59893906326212,85,100,"11",52,10
"69683",19,"Male","B","Standard","<p>All fruits are sweet.</p><p>Lemon is a fruit.</p>","MP","Valid","Unbelievable","Conflict","7",30,"Yes","Yes","true","true",4085.60000002384,226.399999976158,8.31522387533927,5.42230334622372,100,100,"11",53,0
"69683",19,"Male","B","Standard","<p>All fish swim.</p><p>Turtles swim.</p>","AC","Invalid","Unbelievable","No-conflict","5",22,"No","No","true","true",4127.20000004768,2669.39999997616,8.32535448994199,7.88960900703112,100,100,"11",54,7
"69683",19,"Male","B","Neutral","<p>All birds can chid.</p><p>Penguins cannot chid.</p>","MT","Valid","Unbelievable","Conflict","1",6,"Yes","Yes","true","true",6842.30000007153,7516.10000002384,8.83087921141517,8.92480266539746,0,100,"11",55,2
"69683",19,"Male","B","Standard","<p>All Scandinavian countries are cold.</p><p>Qatar is not a Scandinavian country.</p>","DA","Invalid","Believable","Conflict","5",85,"No","No","true","true",6366.80000007153,8951.30000007153,8.75885226756693,9.09955405212558,74,100,"11",56,10
"69683",19,"Male","B","Neutral","<p>All Strish countries are warm.</p><p>The North Pole is not a Strish country.</p>","DA","Invalid","Believable","Conflict","2",95,"No","No","true","true",6268.10000002384,3024.40000009537,8.74322855740478,8.01446800371565,100,100,"11",57,10
"69683",19,"Male","B","Neutral","<p>All sports require gnourns.</p><p>Talking does not require gnourns.</p>","MT","Valid","Believable","No-conflict","3",94,"Yes","Yes","true","true",5492,489.5,8.61104776688786,6.19338446197056,100,100,"11",58,9
"69683",19,"Male","B","Neutral","<p>All things that are smoked are rorg.</p><p>Salad is not rorg.</p>","MT","Valid","Believable","No-conflict","4",109,"Yes","Yes","true","true",6575.70000004768,7336.09999990463,8.79113631526467,8.90056264523716,100,100,"11",59,10
"69683",19,"Male","B","Neutral","<p>All things that need meiv have lungs.</p><p>Dead people don't need meiv.</p>","DA","Invalid","Unbelievable","No-conflict","3",110,"No","No","true","true",4802.80000007153,8438.19999992847,8.47695436017145,9.04052429469404,16,100,"11",60,0
"69683",19,"Male","B","Standard","<p>All Scandinavian countries are cold.</p><p>Indonesia is not cold.</p>","MT","Valid","Believable","No-conflict","5",84,"Yes","Yes","true","true",6611,4637.69999992847,8.79649020733358,8.44197383265498,16,100,"11",61,10
"69683",19,"Male","B","Neutral","<p>All hirks can walk.</p><p>Whales are hirks.</p>","MP","Valid","Unbelievable","Conflict","1",46,"Yes","Yes","true","true",2068,166.600000023842,7.63433723562832,5.11559572987585,100,100,"11",62,0
"69683",19,"Male","B","Standard","<p>All mammals have teeth.</p><p>Sharks are not mammals.</p>","DA","Invalid","Unbelievable","No-conflict","5",70,"No","No","true","true",4772.60000002384,5610.10000002384,8.47064650876411,8.63232382367407,91,100,"11",63,0
"69683",19,"Male","B","Neutral","<p>All gnapting require equipment.</p><p>Talking is not gnapting.</p>","DA","Invalid","Believable","Conflict","4",41,"No","No","true","true",4760.5,499.399999976158,8.46810798372575,6.21340737779793,100,100,"11",64,10
"69687",17,"Male","B","Neutral","<p>All gheshes have snouts.</p><p>Labradors are gheshes.</p>","MP","Valid","Believable","No-conflict","3",37,"Yes","Yes","true","true",3843.5,5360.89999999851,8.25413868878919,8.58688715041695,65,80,"11",1,9
"69687",17,"Male","B","Neutral","<p>All smolns are solid.</p><p>Ceramic is not a smoln.</p>","DA","Invalid","Unbelievable","No-conflict","1",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
"69687",17,"Male","B","Standard","<p>All fruits are sweet.</p><p>Lemon is a fruit.</p>","MP","Valid","Unbelievable","Conflict","7",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6
"69687",17,"Male","B","Standard","<p>All glass objects are fragile.</p><p>Hammers are not made of glass.</p>","DA","Invalid","Believable","Conflict","8",38,"Yes","Yes","false","false",4626.19999999925,2780.69999999925,8.43949107575204,7.93045797354963,81,91,"00",4,2
"69687",17,"Male","B","Neutral","<p>All taizes have wheels.</p><p>Trolley suitcases are not taizes.</p>","DA","Invalid","Unbelievable","No-conflict","2",98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
"69687",17,"Male","B","Neutral","<p>All krirks need water.</p><p>Roses are krirks.</p>","MP","Valid","Believable","No-conflict","1",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9
"69687",17,"Male","B","Neutral","<p>All nusks can be eaten.</p><p>Knives are not nusks.</p>","DA","Invalid","Believable","Conflict","1",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4
"69687",17,"Male","B","Neutral","<p>All trees will become crill.</p><p>Skyscrapers under construction will become crill.</p>","AC","Invalid","Unbelievable","No-conflict","4",120,"Yes","No","false","true",3928,1332.69999999925,8.27588566947436,7.19496223858512,37,81,"01",8,2
"69687",17,"Male","B","Standard","<p>All Scandinavian countries are cold.</p><p>Qatar is not a Scandinavian country.</p>","DA","Invalid","Believable","Conflict","5",85,"Yes","Yes","false","false",3685.19999999925,720.60000000149,8.21208007723457,6.58008419831606,82,93,"00",9,0
"69687",17,"Male","B","Neutral","<p>All dogs have zems.</p><p>Labradors have zems.</p>","AC","Invalid","Believable","Conflict","4",21,"Yes","Yes","false","false",2992.40000000224,689.10000000149,8.003831019999,6.53538639836532,72,86,"00",10,10
"69687",17,"Male","B","Standard","<p>All mammals have fur.</p><p>Hedgehogs don't have fur.</p>","MT","Valid","Unbelievable","Conflict","5",69,"Yes","Yes","true","true",2531.30000000075,864,7.83648828374647,6.76157276880406,60,84,"11",11,4
"69687",17,"Male","B","Neutral","<p>All African countries are clett.</p><p>The North Pole is not clett.</p>","MT","Valid","Believable","No-conflict","1",1,"Yes","Yes","true","true",3298.5,482.300000000745,8.10122309866293,6.17856632707647,68,93,"11",12,9
"69687",17,"Male","B","Neutral","<p>All things that are nank are bad for your health.</p><p>Salad is not nank.</p>","DA","Invalid","Believable","Conflict","3",106,"Yes","Yes","false","false",6644.80000000075,7421.10000000149,8.8015898728766,8.91208257315242,61,86,"00",13,2
"69687",17,"Male","B","Neutral","<p>All mammals can jaut.</p><p>Lizards can jaut.</p>","AC","Invalid","Unbelievable","No-conflict","2",65,"Yes","Yes","false","false",2669.69999999925,1567.40000000224,7.88972138553065,7.35717347462019,32,64,"00",14,8
"69687",17,"Male","B","Standard","<p>All metal is hard to break.</p><p>Bricks are not metal.</p>","DA","Invalid","Unbelievable","No-conflict","7",72,"No","No","true","true",5883.30000000075,904.10000000149,8.67987310795503,6.80693997374497,65,76,"11",15,3
"69687",17,"Male","B","Neutral","<p>All trees have snurfs.</p><p>Oaks have snurfs.</p>","AC","Invalid","Believable","Conflict","1",119,"Yes","Yes","false","false",4639.89999999851,1991.90000000224,8.4424480932636,7.59684423608235,71,74,"00",16,0
"69687",17,"Male","B","Standard","<p>All cycling requires shoes.</p><p>Swimming does not require shoes.</p>","MT","Valid","Believable","No-conflict","7",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,9
"69687",17,"Male","B","Neutral","<p>All things that are smoked are rorg.</p><p>Salad is not rorg.</p>","MT","Valid","Believable","No-conflict","4",109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,6
"69687",17,"Male","B","Standard","<p>All vehicles need fuel.</p><p>Bicycles do not need fuel.</p>","MT","Valid","Unbelievable","Conflict","8",125,"Yes","No","true","false",5136.19999999925,959.400000002235,8.54406878542145,6.86630808907029,38,72,"10",19,7
"69687",17,"Male","B","Standard","<p>All birds have feathers.</p><p>Parrots have feathers.</p>","AC","Invalid","Believable","Conflict","7",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,10
"69687",17,"Male","B","Standard","<p>All reptiles have legs.</p><p>Snakes are reptiles.</p>","MP","Valid","Unbelievable","Conflict","5",83,"No","No","false","false",5441.30000000075,2987.5,8.60177328188944,8.00219219623977,65,67,"00",21,2
"69687",17,"Male","B","Neutral","<p>All fruits can be feffed.</p><p>Knives cannot be feffed.</p>","MT","Valid","Believable","No-conflict","2",33,"Yes","Yes","true","true",5063.5,2292.59999999776,8.52981322277234,7.73744182367993,69,80,"11",22,10
"69687",17,"Male","B","Standard","<p>All lava is liquid.</p><p>Water is not lava.</p>","DA","Invalid","Unbelievable","No-conflict","6",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,1
"69687",17,"Male","B","Neutral","<p>All gnapting require equipment.</p><p>Talking is not gnapting.</p>","DA","Invalid","Believable","Conflict","4",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,9
"69687",17,"Male","B","Standard","<p>All metal is hard to break.</p><p>Aluminum foil is not hard to break.</p>","MT","Valid","Unbelievable","Conflict","7",71,"Yes","Yes","true","true",4356.5,696,8.37942426167134,6.54534966033442,74,74,"11",25,6
"69687",17,"Male","B","Standard","<p>All plants need sunlight.</p><p>Solar panels are not plants.</p>","DA","Invalid","Unbelievable","No-conflict","8",80,"No","No","true","true",5035.19999999925,1048.69999999925,8.52420852631,6.95530658083965,71,71,"11",26,0
"69687",17,"Male","B","Standard","<p>All plants need sunlight.</p><p>Solar panels need sunlight.</p>","AC","Invalid","Unbelievable","No-conflict","8",81,"No","No","true","true",6435.89999999851,1652.90000000224,8.76964697039034,7.41028659992466,63,75,"11",27,0
"69687",17,"Male","B","Standard","<p>All fuel is liquid.</p><p>Coal is not a liquid.</p>","MT","Valid","Unbelievable","Conflict","6",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,7
"69687",17,"Male","B","Standard","<p>All humans have skin.</p><p>Newborns are human.</p>","MP","Valid","Believable","No-conflict","8",51,"Yes","Yes","true","true",3749.30000000075,999.199999999255,8.2293244348736,6.90695495881062,69,85,"11",29,10
"69687",17,"Male","B","Neutral","<p>All birds can chid.</p><p>Penguins cannot chid.</p>","MT","Valid","Unbelievable","Conflict","1",6,"No","No","false","false",5025.60000000149,3852,8.52230012878468,8.25634777291802,26,72,"00",30,1
"69687",17,"Male","B","Standard","<p>All fuel is liquid.</p><p>Coal is fuel.</p>","MP","Valid","Unbelievable","Conflict","6",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,4
"69687",17,"Male","B","Standard","<p>All birds have feathers.</p><p>Parrots are birds.</p>","MP","Valid","Believable","No-conflict","7",9,"Yes","Yes","true","true",4834.69999999925,1110.80000000075,8.48357435839241,7.01283575543331,72,84,"11",32,7
