subject_id,sequence,item_id,task_type,task_formal,model_task_index,model_premise_1,model_premise_2,number_models_generated,model_merge_status,model_premises_match
64039,3,67,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64039,4,66,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64039,5,60,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64039,6,28,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64039,7,90,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64039,8,120,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64039,9,57,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64039,10,20,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64039,11,125,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64039,12,16,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64039,13,72,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64039,14,102,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64039,15,48,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64039,16,58,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64039,17,111,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64039,18,113,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64039,19,106,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64039,20,18,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64039,21,36,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64039,22,75,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64039,23,123,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64039,24,116,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64039,25,26,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64039,26,73,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64039,27,22,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64039,28,79,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64039,29,69,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64039,30,3,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64039,31,80,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64039,32,23,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64039,33,99,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64039,34,15,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64039,35,82,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64039,36,17,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64039,37,100,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64039,38,105,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64039,39,83,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64039,40,91,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64039,41,50,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64039,42,68,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64039,43,110,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64039,44,5,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64039,45,63,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64039,46,8,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64039,47,27,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64039,48,121,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64039,49,51,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64039,50,7,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64039,51,114,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64039,52,2,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64039,53,64,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64039,54,112,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64039,55,32,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64039,56,35,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64039,57,6,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64039,58,49,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64039,59,124,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64039,60,29,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64039,61,101,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64039,62,81,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64039,63,13,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64039,64,115,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64065,1,29,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64065,2,110,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64065,3,31,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64065,4,32,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64065,5,50,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64065,6,83,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64065,7,60,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64065,8,125,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64065,9,113,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64065,10,68,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64065,11,2,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64065,12,17,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64065,13,112,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64065,14,72,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64065,15,76,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64065,16,82,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64065,17,26,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64065,18,116,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64065,19,111,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64065,20,69,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64065,21,13,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64065,22,102,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64065,23,15,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64065,24,57,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64065,25,49,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64065,26,124,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64065,27,121,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64065,28,27,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64065,29,64,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64065,30,35,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64065,31,114,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64065,32,58,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64065,33,99,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64065,34,67,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64065,35,79,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64065,36,18,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64065,37,23,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64065,38,66,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64065,39,90,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64065,40,120,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64065,41,106,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64065,42,5,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64065,43,73,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64065,44,123,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64065,45,81,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64065,46,16,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64065,47,8,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64065,48,48,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64065,49,101,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64065,50,80,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64065,51,3,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64065,52,6,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64065,53,7,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64065,54,105,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64065,55,20,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64065,56,28,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64065,57,22,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64065,58,63,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64065,59,75,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64065,60,115,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64065,61,100,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64065,62,91,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64065,63,51,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64065,64,36,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64066,1,79,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64066,2,82,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64066,3,64,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64066,4,26,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64066,5,69,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64066,6,113,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64066,7,15,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64066,8,2,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64066,9,51,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64066,10,31,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64066,11,50,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64066,12,100,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64066,13,101,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64066,14,91,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64066,15,120,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64066,16,6,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64066,17,99,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64066,18,16,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64066,19,7,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64066,20,102,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64066,21,121,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64066,22,5,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64066,23,106,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64066,24,49,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64066,25,48,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64066,26,17,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64066,27,57,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64066,28,58,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64066,29,23,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64066,30,28,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64066,31,63,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64066,32,68,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64066,33,115,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64066,34,73,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64066,35,111,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64066,36,18,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64066,37,80,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64066,38,20,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64066,39,27,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64066,40,29,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64066,41,8,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64066,42,116,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64066,43,76,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64066,44,67,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64066,45,72,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64066,46,123,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64066,47,60,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64066,48,90,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64066,49,114,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64066,50,110,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64066,51,3,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64066,52,124,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64066,53,112,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64066,54,36,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64066,55,35,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64066,56,125,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64066,57,32,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64066,58,66,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64066,59,13,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64066,60,22,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64066,61,83,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64066,62,81,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64066,63,105,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64066,64,75,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64105,1,99,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64105,2,90,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64105,3,102,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64105,4,36,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64105,5,76,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64105,6,20,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64105,7,7,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64105,8,106,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64105,9,68,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64105,10,83,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64105,11,75,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64105,12,15,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64105,13,28,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64105,14,57,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64105,15,51,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64105,16,111,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64105,17,6,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64105,18,66,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64105,19,80,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64105,20,120,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64105,21,13,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64105,22,31,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64105,23,35,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64105,24,23,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64105,25,81,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64105,26,121,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64105,27,67,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64105,28,2,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64105,29,114,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64105,30,79,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64105,31,5,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64105,32,73,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64105,33,101,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64105,34,112,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64105,35,100,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64105,36,110,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64105,37,22,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64105,38,17,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64105,39,50,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64105,40,91,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64105,41,49,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64105,42,64,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64105,43,3,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64105,44,48,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64105,45,69,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64105,46,29,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64105,47,115,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64105,48,60,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64105,49,32,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64105,50,27,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64105,51,16,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64105,52,113,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64105,53,8,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64105,54,116,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64105,55,105,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64105,56,125,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64105,57,123,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64105,58,82,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64105,59,124,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64105,60,63,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64105,61,58,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64105,62,18,AC,All B are C/All A are C,3,All B are C,All A are C,2.45,both,True
64105,63,72,DA,All B are C/No A are B,4,All B are C,No A are B,4.2,both,True
64105,64,26,MP,All B are C/All A are B,2,All B are C,All A are B,2.3,both,True
64116,1,119,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64116,2,14,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64116,3,109,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64116,4,10,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64116,5,122,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64116,6,117,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64116,7,34,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64116,8,24,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64116,9,9,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64116,10,46,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64116,11,47,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64116,12,12,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64116,13,94,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64116,14,103,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64116,15,62,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64116,16,128,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64116,17,98,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64116,18,30,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64116,19,84,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64116,20,92,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64116,21,95,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64116,22,85,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64116,23,78,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64116,24,86,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64116,25,11,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64116,26,107,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64116,27,70,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64116,28,108,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64116,29,43,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64116,30,126,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64116,31,45,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64116,32,52,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64116,33,39,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64116,34,33,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64116,35,56,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64116,36,40,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64116,37,118,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64116,38,42,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64116,39,65,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64116,40,71,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64116,41,54,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64116,42,4,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64116,43,89,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64116,44,104,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64116,45,55,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64116,46,38,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64116,47,77,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64116,48,53,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64116,49,25,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64116,50,59,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64116,51,19,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64116,52,41,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64116,53,87,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64116,54,93,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64116,55,61,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64116,56,74,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64116,57,97,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64116,58,96,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64116,59,1,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64116,60,21,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64116,61,127,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64116,62,44,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64116,63,88,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64116,64,37,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64123,1,96,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64123,2,95,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64123,3,126,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64123,4,56,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64123,5,61,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64123,6,107,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64123,7,12,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64123,8,77,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64123,9,19,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64123,10,41,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64123,11,119,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64123,12,4,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64123,13,92,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64123,14,43,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64123,15,117,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64123,16,78,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64123,17,118,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64123,18,44,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64123,19,33,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64123,20,70,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64123,21,62,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64123,22,25,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64123,23,53,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64123,24,38,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64123,25,71,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64123,26,89,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64123,27,54,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64123,28,65,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64123,29,84,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64123,30,45,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
